0	0.0000	
1	0.0000	
2	0.0000	
3	0.0000	
4	0.0000	
5	0.0000	
6	0.0000	
7	19.8715	
8	18.1601	
9	16.1492	
10	12.9030	
11	11.8533	
12	11.4615	
13	10.7185	
14	10.3789	
15	11.7091	
16	12.2423	
17	9.1834	
18	10.9588	
19	11.9392	
20	12.0843	
21	13.5294	
22	12.2448	
23	12.0219	
24	10.5882	
25	11.8871	
26	12.0142	
27	9.6306	
28	8.8568	
29	7.4375	
30	6.8727	
31	8.0000	
32	7.8312	
33	5.5008	
34	6.1009	
35	6.0000	
36	6.0000	
37	5.5127	
38	5.9527	
39	6.0000	
40	5.9458	
41	4.9166	
42	3.9880	
43	5.9678	
44	4.9941	
45	5.8410	
46	5.5052	
47	5.5867	
48	5.7183	
49	4.0435	
50	5.7273	
51	6.1202	
52	6.4654	
53	6.7721	
54	6.2997	
55	5.8267	
56	6.0975	
57	6.0677	
58	7.6173	
59	6.9851	
60	6.2701	
61	6.8177	
62	7.5018	
63	8.2124	
64	7.4962	
65	7.5734	
66	8.8400	
67	9.8435	
68	10.0951	
69	11.2162	
70	12.6424	
71	13.0373	
72	13.3931	
73	14.8461	
74	16.2509	
75	18.8099	
76	20.6653	
77	21.1131	
78	22.5544	
79	23.6110	
80	22.5347	
81	22.9775	
82	21.1051	
83	21.4170	
84	20.0603	
85	17.5204	
86	15.2307	
87	14.6693	
88	13.2837	
89	12.9964	
90	13.3276	
91	12.4547	
92	13.5377	
93	13.7509	
94	14.6643	
95	15.6848	
96	15.0099	
97	16.0357	
98	15.6205	
99	15.0272	
100	14.5124	
101	14.0965	
102	14.1847	
103	13.3610	
104	12.6703	
105	10.4040	
106	11.1281	
107	10.3593	
108	9.4161	
109	10.4588	
110	9.1067	
111	8.1819	
112	6.7454	
113	8.3744	
114	8.0268	
115	9.0356	
116	8.5293	
117	8.2536	
118	9.3978	
119	9.9745	
120	7.7636	
121	8.3963	
122	8.5201	
123	8.1709	
124	7.0133	
125	7.1901	
126	8.5468	
127	7.8269	
128	6.3101	
129	7.8296	
130	8.0144	
131	8.2945	
132	7.8128	
133	8.2607	
134	8.1099	
135	8.3124	
136	7.4353	
137	7.4226	
138	8.4965	
139	8.8355	
140	9.2485	
141	9.0145	
142	7.9659	
143	7.5328	
144	7.9018	
145	9.0000	
146	9.0000	
147	8.0790	
148	8.5916	
149	9.0595	
150	11.1405	
151	8.6787	
152	11.2760	
153	11.4789	
154	11.6923	
155	13.5001	
156	15.5745	
157	16.3932	
158	17.5091	
159	18.8713	
160	20.6545	
161	21.8061	
162	23.0822	
163	25.9657	
164	25.8324	
165	27.7600	
166	26.0000	
167	26.0023	
168	25.0858	
169	24.0000	
170	23.8080	
171	22.3440	
172	20.2652	
173	18.9526	
174	17.4638	
175	16.8485	
176	15.7595	
177	15.3085	
178	16.9782	
179	15.3927	
180	16.6602	
181	15.7613	
182	14.9982	
183	16.9537	
184	16.8523	
185	17.9756	
186	16.4838	
187	17.2960	
188	18.6921	
189	17.5309	
190	18.1949	
191	17.6059	
192	15.9725	
193	14.4115	
194	16.2552	
195	15.1091	
196	14.0702	
197	13.3362	
198	13.0736	
199	11.4818	
200	10.1928	
201	10.2158	
202	10.9244	
203	10.6393	
204	10.3141	
205	8.0783	
206	10.5123	
207	9.4350	
208	9.6190	
209	8.5536	
210	9.0830	
211	7.8225	
212	9.5531	
213	9.3297	
214	9.0163	
215	7.5291	
216	8.9554	
217	9.7628	
218	9.6734	
219	8.7673	
220	9.0800	
221	10.0436	
222	7.4873	
223	7.8769	
224	7.0534	
225	9.7603	
226	9.1108	
227	8.1765	
228	8.9982	
229	9.0786	
230	9.4334	
231	8.5424	
232	9.5759	
233	8.7188	
234	8.6584	
235	9.0000	
236	9.2220	
237	8.8213	
238	9.1224	
239	9.7247	
240	9.8060	
241	11.2377	
242	10.9291	
243	10.9460	
244	10.4997	
245	10.5286	
246	11.8602	
247	11.1927	
248	12.0145	
249	13.3779	
250	12.5702	
251	13.0622	
252	13.5048	
253	13.3029	
254	15.6803	
255	17.1590	
256	16.7617	
257	17.9239	
258	20.0000	
259	20.3770	
260	24.0185	
261	25.5964	
262	25.9512	
263	26.0669	
264	29.0576	
265	29.2382	
266	30.3382	
267	32.4073	
268	31.9006	
269	29.1636	
270	28.7302	
271	28.8307	
272	28.4436	
273	26.8057	
274	25.7418	
275	24.0000	
276	21.8196	
277	21.2016	
278	20.0000	
279	19.9972	
280	19.4717	
281	19.7370	
282	18.0543	
283	17.6670	
284	17.9643	
285	18.9455	
286	19.9979	
287	20.2835	
288	19.4109	
289	19.4863	
290	20.6695	
291	20.9265	
292	21.2267	
293	21.9602	
294	22.2875	
295	22.1986	
296	23.8094	
297	20.8000	
298	20.0097	
299	20.9280	
300	20.4132	
301	19.7542	
302	18.0046	
303	15.7631	
304	15.4937	
305	14.3885	
306	14.5812	
307	13.9345	
308	13.1200	
309	11.3280	
310	11.5394	
311	12.0470	
312	12.4618	
313	10.9706	
314	11.2028	
315	11.6463	
316	11.3168	
317	10.5151	
318	12.5912	
319	11.0384	
320	10.8606	
321	10.6835	
322	11.8849	
323	11.6599	
324	9.3782	
325	10.8650	
326	10.8496	
327	10.6524	
328	10.5668	
329	10.0048	
330	10.1200	
331	10.8123	
332	10.3321	
333	10.5793	
334	10.1015	
335	10.3803	
336	11.2866	
337	11.8351	
338	11.7936	
339	10.9335	
340	10.8380	
341	10.5296	
342	11.5745	
343	12.1261	
344	11.0937	
345	12.3861	
346	13.3514	
347	12.5396	
348	12.8962	
349	13.3454	
350	11.8760	
351	12.3424	
352	11.7243	
353	11.4194	
354	11.5357	
355	12.6727	
356	11.0436	
357	12.9191	
358	13.1628	
359	12.7470	
360	13.0053	
361	11.7719	
362	10.6003	
363	12.4160	
364	12.3443	
365	12.9516	
366	14.0584	
367	14.0104	
368	12.6585	
369	12.1382	
370	13.5879	
371	14.9205	
372	14.0250	
373	13.8909	
374	13.8395	
375	15.1818	
376	15.9559	
377	15.1673	
378	17.8301	
379	17.6454	
380	19.6475	
381	21.3217	
382	21.6156	
383	22.7334	
384	23.1943	
385	25.6533	
386	26.6619	
387	28.2227	
388	30.3504	
389	31.8377	
390	33.2803	
391	33.9665	
392	35.7571	
393	35.7055	
394	34.3103	
395	33.5075	
396	34.4800	
397	33.9997	
398	34.2352	
399	32.0012	
400	31.7824	
401	27.8042	
402	25.5294	
403	25.7033	
404	24.2626	
405	20.5660	
406	20.7936	
407	20.6549	
408	20.0750	
409	19.7812	
410	18.0278	
411	19.6177	
412	18.3729	
413	17.1708	
414	17.6177	
415	20.7421	
416	18.7661	
417	18.2628	
418	19.3760	
419	19.5553	
420	20.2023	
421	21.0767	
422	20.7355	
423	21.2424	
424	22.4323	
425	23.9394	
426	25.3333	
427	22.8727	
428	24.4367	
429	25.1904	
430	25.4940	
431	25.2764	
432	23.5345	
433	23.5387	
434	23.0257	
435	22.4364	
436	21.7968	
437	18.9640	
438	20.8171	
439	18.2362	
440	18.8267	
441	18.2922	
442	16.5440	
443	14.1531	
444	15.9225	
445	15.5071	
446	15.3900	
447	13.6313	
448	15.4425	
449	14.2603	
450	14.0579	
451	13.1995	
452	12.9769	
453	13.9603	
454	13.2880	
455	12.3403	
456	11.3491	
457	11.6676	
458	13.6650	
459	11.8075	
460	11.5268	
461	13.9819	
462	13.7040	
463	13.3583	
464	11.0915	
465	11.0139	
466	11.3865	
467	11.2957	
468	11.7118	
469	9.9516	
470	11.2034	
471	10.3491	
472	10.5544	
473	11.8981	
474	9.3964	
475	11.6061	
476	11.8982	
477	12.0822	
478	10.9616	
479	10.9815	
480	10.3217	
481	11.4871	
482	11.1479	
483	11.7386	
484	11.4901	
485	12.8688	
486	11.4135	
487	12.2714	
488	11.1685	
489	10.8597	
490	12.3750	
491	12.1416	
492	11.3251	
493	11.8408	
494	11.2845	
495	12.6000	
496	13.9515	
497	12.7112	
498	12.3156	
499	11.4048	
500	12.2369	
501	12.6726	
502	11.5961	
503	13.6133	
504	11.8978	
505	12.5983	
506	14.5541	
507	14.1662	
508	11.9674	
509	14.1203	
510	14.2813	
511	12.8587	
512	12.8326	
513	13.9479	
514	13.7552	
515	13.9998	
516	14.4683	
517	14.8800	
518	14.0655	
519	13.8333	
520	13.0848	
521	13.3782	
522	14.0764	
523	14.6620	
524	14.7201	
525	13.9504	
526	14.3624	
527	13.5654	
528	14.3248	
529	13.6234	
530	14.2346	
531	14.1130	
532	14.8824	
533	14.7058	
534	12.2642	
535	14.8902	
536	15.5964	
537	15.8237	
538	14.9820	
539	14.0736	
540	15.3352	
541	15.1801	
542	16.3453	
543	15.7821	
544	15.8836	
545	15.6323	
546	17.9458	
547	16.8728	
548	16.3414	
549	17.3040	
550	18.0000	
551	16.5111	
552	18.1265	
553	18.4939	
554	18.8606	
555	20.0172	
556	20.7249	
557	21.1605	
558	21.9669	
559	22.5936	
560	25.3659	
561	24.4448	
562	23.6837	
563	26.3076	
564	27.0421	
565	28.9005	
566	29.0939	
567	32.2166	
568	32.3064	
569	32.8712	
570	34.1660	
571	34.1143	
572	35.6789	
